accession,model_name,embedding_type_id,layer_index,go_id,category,evidence_code,go_description,distance,protein_id,organism,gene_name,support_count,reliability_index,collapsed_support,n_collapsed_terms,collapsed_terms,identity,similarity,alignment_score,gaps_percentage,alignment_length,length_query,length_reference,distance_metric,distance_threshold,model_support,n_models_total,model_consistency,layer_support,n_layers_model,layer_support_norm,support_count_norm,collapsed_support_norm,alignment_norm,score,best_model,best_layer,score_global
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM3c,5,24,GO:0002316,P,TAS,follicular B cell differentiation,0.0409,FCG2B_HUMAN,Homo sapiens (Human).,FCGR2B,1,0.9591,2,2,"GO:0002252, GO:0002313",16.5803,29.7927,-98,26.6839,386,359,310,cosine,0,1,5,0.2,1,4,0.25,0.1,0.2,0.231865,0.31055439999999995,ESM3c,24,0.31055439999999995
tr_A0A075F5C6_A0A075F5C6_MOUSE,Ankh3-Large,4,24,GO:0002407,P,TAS,dendritic cell chemotaxis,0.0005,CXCR4_HUMAN,Homo sapiens (Human).,CXCR4,1,0.9995,3,3,"GO:0006935, GO:0016477, GO:0060326",32.0755,50.4043,450,8.3558,371,359,352,cosine,0,5,5,1.0,4,4,1.0,0.1,0.3,0.41239899999999996,0.6099038400000001,Ankh3-Large,24,0.6099038400000001
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM3c,5,24,GO:0002436,P,TAS,immune complex clearance by monocytes and macrophages,0.0409,FCG2B_HUMAN,Homo sapiens (Human).,FCGR2B,1,0.9591,1,1,GO:0002252,16.5803,29.7927,-98,26.6839,386,359,310,cosine,0,1,5,0.2,1,4,0.25,0.1,0.1,0.231865,0.2945544,ESM3c,24,0.2945544
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM3c,5,18,GO:0002489,P,IMP,"antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent",0.0098,TAP2_HUMAN,Homo sapiens (Human).,"TAP2 {ECO:0000303|PubMed:10605026, ECO:0000312|HGNC:HGNC:44}",1,0.9902,0,0,,11.8669,22.2865,-272,48.7699,691,359,686,cosine,0,1,5,0.2,1,4,0.25,0.1,0.0,0.170767,0.27375471999999995,ESM3c,18,0.27375471999999995
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM,1,33,GO:0002532,P,TAS,production of molecular mediator involved in inflammatory response,0.0567,CD36_HUMAN,Homo sapiens (Human).,CD36,1,0.9433,0,0,,15.8416,30.297,-142,35.4455,505,359,472,cosine,0,1,5,0.2,1,4,0.25,0.1,0.0,0.230693,0.27583888,ESM,33,0.27583888
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM3c,5,24,GO:0002605,P,TAS,negative regulation of dendritic cell antigen processing and presentation,0.0409,FCG2B_HUMAN,Homo sapiens (Human).,FCGR2B,1,0.9591,0,0,,16.5803,29.7927,-98,26.6839,386,359,310,cosine,0,1,5,0.2,1,4,0.25,0.1,0.0,0.231865,0.2785544,ESM3c,24,0.2785544
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM3c,5,24,GO:0002622,P,TAS,regulation of B cell antigen processing and presentation,0.0409,FCG2B_HUMAN,Homo sapiens (Human).,FCGR2B,1,0.9591,1,1,GO:0002819,16.5803,29.7927,-98,26.6839,386,359,310,cosine,0,1,5,0.2,1,4,0.25,0.1,0.1,0.231865,0.2945544,ESM3c,24,0.2945544
tr_A0A075F5C6_A0A075F5C6_MOUSE,Prot-T5,3,24,GO:0002755,P,IDA,MyD88-dependent toll-like receptor signaling pathway,0.004,TLR6_HUMAN,Homo sapiens (Human).,TLR6,1,0.996,3,2,"GO:0007165, GO:0045089",12.0452,20.9536,-334,55.0816,797,359,796,cosine,0,3,5,0.6,1,4,0.25,0.1,0.3,0.164994,0.38575903999999994,Prot-T5,24,0.38575903999999994
tr_A0A075F5C6_A0A075F5C6_MOUSE,Prot-T5,3,24,GO:0002768,P,IDA,immune response-regulating cell surface receptor signaling pathway,0.0022,FPR2_HUMAN,Homo sapiens (Human).,FPR2,1,0.9978,3,2,"GO:0007165, GO:0007166",29.0323,50.2688,406,9.1398,372,359,351,cosine,0,5,5,1.0,4,4,1.0,0.1,0.3,0.3965055,0.60708888,Prot-T5,24,0.60708888
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM3c,5,24,GO:0002922,P,TAS,positive regulation of humoral immune response,0.0409,FCG2B_HUMAN,Homo sapiens (Human).,FCGR2B,1,0.9591,0,0,,16.5803,29.7927,-98,26.6839,386,359,310,cosine,0,1,5,0.2,1,4,0.25,0.1,0.0,0.231865,0.2785544,ESM3c,24,0.2785544
tr_A0A075F5C6_A0A075F5C6_MOUSE,Ankh3-Large,4,32,GO:0003032,P,IEP,detection of oxygen,0.0019,NRAM2_HUMAN,Homo sapiens (Human).,SLC11A2,1,0.9981,0,0,,15.2921,29.2096,-129,40.7216,582,359,568,cosine,0,5,5,1.0,3,4,0.75,0.1,0.0,0.2225085,0.49129736,Ankh3-Large,32,0.49129736
tr_A0A075F5C6_A0A075F5C6_MOUSE,Ankh3-Large,4,24,GO:0003091,P,TAS,renal water homeostasis,0.0032,AQP4_HUMAN,Homo sapiens (Human).,AQP4,2,0.9968,2,1,GO:0050891,15.544,28.7565,-74,23.3161,386,359,323,cosine,0,1,5,0.2,1,4,0.25,0.2,0.2,0.2215025,0.3309284,Ankh3-Large,24,0.3309284
tr_A0A075F5C6_A0A075F5C6_MOUSE,Ankh3-Large,4,24,GO:0003097,P,IDA,renal water transport,0.0033,AQP1_HUMAN,Homo sapiens (Human).,AQP1 {ECO:0000312|HGNC:HGNC:633},1,0.9967,2,1,GO:0006833,13.7466,32.6146,-96,30.7278,371,359,269,cosine,0,1,5,0.2,1,4,0.25,0.1,0.2,0.231806,0.31656096,Ankh3-Large,24,0.31656096
tr_A0A075F5C6_A0A075F5C6_MOUSE,Prost-T5,2,12,GO:0003779,F,IDA,actin binding,0.0004,CXCR4_HUMAN,Homo sapiens (Human).,CXCR4,1,0.9996,0,0,,32.0755,50.4043,450,8.3558,371,359,352,cosine,0,5,5,1.0,4,4,1.0,0.1,0.0,0.41239899999999996,0.5619198400000001,Prost-T5,12,0.5619198400000001
tr_A0A075F5C6_A0A075F5C6_MOUSE,Prost-T5,2,20,GO:0003841,F,IDA,1-acylglycerol-3-phosphate O-acyltransferase activity,0.0096,PLCB_HUMAN,Homo sapiens (Human).,AGPAT2,1,0.9904,0,0,,16.129,31.4516,-79,28.7634,372,359,278,cosine,0,1,5,0.2,1,4,0.25,0.1,0.0,0.23790300000000003,0.28452848000000003,Prost-T5,20,0.28452848000000003
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM3c,5,18,GO:0004938,F,IDA,alpha2-adrenergic receptor activity,0.0031,ADA2A_HUMAN,Homo sapiens (Human).,ADRA2A {ECO:0000312|HGNC:HGNC:281},1,0.9969,4,2,"GO:0004930, GO:0038023",16.1479,27.821,33,39.6887,514,359,465,cosine,0,4,5,0.8,3,4,0.75,0.1,0.4,0.2198445,0.52267912,ESM3c,18,0.52267912
tr_A0A075F5C6_A0A075F5C6_MOUSE,Prost-T5,2,12,GO:0004945,F,IDA,angiotensin type II receptor activity,-0.0,AGTR1_HUMAN,Homo sapiens (Human).,AGTR1 {ECO:0000312|HGNC:HGNC:336},1,1.0,6,4,"GO:0004888, GO:0004930, GO:0008528, GO:0038023",100.0,100.0,1865,0.0,359,359,359,cosine,0,5,5,1.0,4,4,1.0,0.1,0.6,1.0,0.7520000000000001,Prost-T5,12,0.7520000000000001
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM,1,33,GO:0005041,F,IMP,low-density lipoprotein particle receptor activity,0.0567,CD36_HUMAN,Homo sapiens (Human).,CD36,1,0.9433,1,1,GO:0038024,15.8416,30.297,-142,35.4455,505,359,472,cosine,0,1,5,0.2,1,4,0.25,0.1,0.1,0.230693,0.29183888,ESM,33,0.29183888
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM,1,33,GO:0005044,F,IMP,scavenger receptor activity,0.0567,CD36_HUMAN,Homo sapiens (Human).,CD36,1,0.9433,1,1,GO:0038024,15.8416,30.297,-142,35.4455,505,359,472,cosine,0,1,5,0.2,1,4,0.25,0.1,0.1,0.230693,0.29183888,ESM,33,0.29183888
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM3c,5,18,GO:0005085,F,TAS,guanyl-nucleotide exchange factor activity,0.0031,ADA2A_HUMAN,Homo sapiens (Human).,ADRA2A {ECO:0000312|HGNC:HGNC:281},1,0.9969,0,0,,16.1479,27.821,33,39.6887,514,359,465,cosine,0,4,5,0.8,3,4,0.75,0.1,0.0,0.2198445,0.45867912,ESM3c,18,0.45867912
tr_A0A075F5C6_A0A075F5C6_MOUSE,Prost-T5,2,12,GO:0005109,F,IPI,frizzled binding,0.0071,FZD7_HUMAN,Homo sapiens (Human).,FZD7,1,0.9929,1,1,GO:0005102,15.8163,25.8503,-174,41.3265,588,359,574,cosine,0,4,5,0.8,2,4,0.5,0.1,0.1,0.208333,0.4321972800000001,Prost-T5,12,0.4321972800000001
tr_A0A075F5C6_A0A075F5C6_MOUSE,Prot-T5,3,24,GO:0005124,F,IPI,scavenger receptor binding,0.0022,FPR2_HUMAN,Homo sapiens (Human).,FPR2,1,0.9978,2,1,GO:0005102,29.0323,50.2688,406,9.1398,372,359,351,cosine,0,5,5,1.0,4,4,1.0,0.1,0.2,0.3965055,0.59108888,Prot-T5,24,0.59108888
tr_A0A075F5C6_A0A075F5C6_MOUSE,Ankh3-Large,4,24,GO:0005223,F,IDA,intracellularly cGMP-activated cation channel activity,0.0033,AQP1_HUMAN,Homo sapiens (Human).,AQP1 {ECO:0000312|HGNC:HGNC:633},1,0.9967,1,1,GO:0022857,13.7466,32.6146,-96,30.7278,371,359,269,cosine,0,1,5,0.2,1,4,0.25,0.1,0.1,0.231806,0.30056096000000004,Ankh3-Large,24,0.30056096000000004
tr_A0A075F5C6_A0A075F5C6_MOUSE,Prost-T5,2,12,GO:0005262,F,TAS,calcium channel activity,0.0103,ACHA7_HUMAN,Homo sapiens (Human).,CHRNA7 {ECO:0000312|HGNC:HGNC:1960},1,0.9897,1,1,GO:0005216,15.6371,29.9228,-133,33.7838,518,359,502,cosine,0,3,5,0.6,2,4,0.5,0.1,0.1,0.2277995,0.4027999200000001,Prost-T5,12,0.4027999200000001
tr_A0A075F5C6_A0A075F5C6_MOUSE,Ankh3-Large,4,24,GO:0005267,F,IMP,potassium channel activity,0.0033,AQP1_HUMAN,Homo sapiens (Human).,AQP1 {ECO:0000312|HGNC:HGNC:633},1,0.9967,1,1,GO:0022857,13.7466,32.6146,-96,30.7278,371,359,269,cosine,0,1,5,0.2,1,4,0.25,0.1,0.1,0.231806,0.30056096000000004,Ankh3-Large,24,0.30056096000000004
tr_A0A075F5C6_A0A075F5C6_MOUSE,Ankh3-Large,4,32,GO:0005324,F,IMP,long-chain fatty acid transmembrane transporter activity,0.0025,GTR1_HUMAN,Homo sapiens (Human).,SLC2A1 {ECO:0000312|HGNC:HGNC:11005},1,0.9975,0,0,,16.1355,31.0757,-69,30.4781,502,359,492,cosine,0,5,5,1.0,2,4,0.5,0.1,0.0,0.236056,0.45336896000000004,Ankh3-Large,32,0.45336896000000004
tr_A0A075F5C6_A0A075F5C6_MOUSE,Ankh3-Large,4,32,GO:0005375,F,IDA,copper ion transmembrane transporter activity,0.0019,NRAM2_HUMAN,Homo sapiens (Human).,SLC11A2,1,0.9981,2,2,"GO:0022890, GO:0046915",15.2921,29.2096,-129,40.7216,582,359,568,cosine,0,5,5,1.0,3,4,0.75,0.1,0.2,0.2225085,0.52329736,Ankh3-Large,32,0.52329736
tr_A0A075F5C6_A0A075F5C6_MOUSE,Ankh3-Large,4,32,GO:0005384,F,IDA,manganese ion transmembrane transporter activity,0.0019,NRAM2_HUMAN,Homo sapiens (Human).,SLC11A2,1,0.9981,2,2,"GO:0022890, GO:0046915",15.2921,29.2096,-129,40.7216,582,359,568,cosine,0,5,5,1.0,3,4,0.75,0.1,0.2,0.2225085,0.52329736,Ankh3-Large,32,0.52329736
tr_A0A075F5C6_A0A075F5C6_MOUSE,Ankh3-Large,4,32,GO:0005385,F,IDA,zinc ion transmembrane transporter activity,0.0019,NRAM2_HUMAN,Homo sapiens (Human).,SLC11A2,1,0.9981,2,2,"GO:0022890, GO:0046915",15.2921,29.2096,-129,40.7216,582,359,568,cosine,0,5,5,1.0,3,4,0.75,0.1,0.2,0.2225085,0.52329736,Ankh3-Large,32,0.52329736
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM3c,5,18,GO:0005524,F,IDA,ATP binding,0.0098,TAP2_HUMAN,Homo sapiens (Human).,"TAP2 {ECO:0000303|PubMed:10605026, ECO:0000312|HGNC:HGNC:44}",1,0.9902,0,0,,11.8669,22.2865,-272,48.7699,691,359,686,cosine,0,1,5,0.2,1,4,0.25,0.1,0.0,0.170767,0.27375471999999995,ESM3c,18,0.27375471999999995
tr_A0A075F5C6_A0A075F5C6_MOUSE,Prost-T5,2,12,GO:0005546,F,IDA,"phosphatidylinositol-4,5-bisphosphate binding",0.0071,FZD7_HUMAN,Homo sapiens (Human).,FZD7,1,0.9929,0,0,,15.8163,25.8503,-174,41.3265,588,359,574,cosine,0,4,5,0.8,2,4,0.5,0.1,0.0,0.208333,0.41619728000000006,Prost-T5,12,0.41619728000000006
tr_A0A075F5C6_A0A075F5C6_MOUSE,Prost-T5,2,12,GO:0005576,C,TAS,extracellular region,0.0014,PAR1_HUMAN,Homo sapiens (Human).,F2R {ECO:0000312|HGNC:HGNC:3537},1,0.9986,0,0,,21.9457,40.724,261,22.6244,442,359,425,cosine,0,5,5,1.0,4,4,1.0,0.1,0.0,0.3133485,0.54591176,Prost-T5,12,0.54591176
tr_A0A075F5C6_A0A075F5C6_MOUSE,Ankh3-Large,4,24,GO:0005634,C,IDA,nucleus,0.0033,AQP1_HUMAN,Homo sapiens (Human).,AQP1 {ECO:0000312|HGNC:HGNC:633},1,0.9967,0,0,,13.7466,32.6146,-96,30.7278,371,359,269,cosine,0,5,5,1.0,4,4,1.0,0.1,0.0,0.231806,0.53256096,Ankh3-Large,24,0.53256096
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM3c,5,35,GO:0005640,C,IDA,nuclear outer membrane,0.003,PSN1_HUMAN,Homo sapiens (Human).,PSEN1,1,0.997,2,2,"GO:0016020, GO:0031965",15.4618,27.7108,-123,34.1365,498,359,467,cosine,0,4,5,0.8,1,4,0.25,0.1,0.2,0.21586299999999997,0.41005808000000005,ESM3c,35,0.41005808000000005
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM3c,5,35,GO:0005654,C,IDA,nucleoplasm,0.003,PSN1_HUMAN,Homo sapiens (Human).,PSEN1,1,0.997,0,0,,15.4618,27.7108,-123,34.1365,498,359,467,cosine,0,4,5,0.8,1,4,0.25,0.1,0.0,0.21586299999999997,0.37805808,ESM3c,35,0.37805808
tr_A0A075F5C6_A0A075F5C6_MOUSE,Prost-T5,2,12,GO:0005737,C,TAS,cytoplasm,0.0004,CXCR4_HUMAN,Homo sapiens (Human).,CXCR4,1,0.9996,0,0,,32.0755,50.4043,450,8.3558,371,359,352,cosine,0,5,5,1.0,4,4,1.0,0.1,0.0,0.41239899999999996,0.5619198400000001,Prost-T5,12,0.5619198400000001
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM,1,28,GO:0005739,C,IDA,mitochondrion,0.006,NRAM2_HUMAN,Homo sapiens (Human).,SLC11A2,2,0.994,0,0,,15.2921,29.2096,-129,40.7216,582,359,568,cosine,0,5,5,1.0,3,4,0.75,0.2,0.0,0.2225085,0.50664136,ESM,28,0.50664136
tr_A0A075F5C6_A0A075F5C6_MOUSE,Ankh3-Large,4,40,GO:0005764,C,IDA,lysosome,0.0011,CXCR4_HUMAN,Homo sapiens (Human).,CXCR4,3,0.9989,1,1,GO:0005773,32.0755,50.4043,450,8.3558,371,359,352,cosine,0,5,5,1.0,4,4,1.0,0.3,0.1,0.41239899999999996,0.6098078400000001,Ankh3-Large,40,0.6098078400000001
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM,1,24,GO:0005765,C,IDA,lysosomal membrane,0.0178,NRAM2_HUMAN,Homo sapiens (Human).,SLC11A2,1,0.9822,2,1,GO:0016020,15.2921,29.2096,-129,40.7216,582,359,568,cosine,0,4,5,0.8,2,4,0.5,0.1,0.2,0.2225085,0.44875336000000005,ESM,24,0.44875336000000005
tr_A0A075F5C6_A0A075F5C6_MOUSE,Ankh3-Large,4,32,GO:0005769,C,IDA,early endosome,0.0007,CXCR4_HUMAN,Homo sapiens (Human).,CXCR4,4,0.9993,2,1,GO:0031410,32.0755,50.4043,450,8.3558,371,359,352,cosine,0,5,5,1.0,4,4,1.0,0.4,0.2,0.41239899999999996,0.6418718400000001,Ankh3-Large,32,0.6418718400000001
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM,1,24,GO:0005770,C,IDA,late endosome,0.0028,CXCR4_HUMAN,Homo sapiens (Human).,CXCR4,3,0.9972,3,2,"GO:0031410, GO:0043231",32.0755,50.4043,450,8.3558,371,359,352,cosine,0,5,5,1.0,4,4,1.0,0.3,0.3,0.41239899999999996,0.6415358400000001,ESM,24,0.6415358400000001
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM3c,5,24,GO:0005783,C,TAS,endoplasmic reticulum,0.0055,NTR1_HUMAN,Homo sapiens (Human).,NTSR1,1,0.9945,1,1,GO:0043231,21.659,37.0968,156,20.9677,434,359,418,cosine,0,5,5,1.0,3,4,0.75,0.1,0.1,0.293779,0.5181246399999999,ESM3c,24,0.5181246399999999
tr_A0A075F5C6_A0A075F5C6_MOUSE,Prost-T5,2,20,GO:0005789,C,TAS,endoplasmic reticulum membrane,0.0096,PLCB_HUMAN,Homo sapiens (Human).,AGPAT2,1,0.9904,1,1,GO:0016020,16.129,31.4516,-79,28.7634,372,359,278,cosine,0,2,5,0.4,1,4,0.25,0.1,0.1,0.23790300000000003,0.33252848,Prost-T5,20,0.33252848
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM3c,5,35,GO:0005790,C,IDA,smooth endoplasmic reticulum,0.003,PSN1_HUMAN,Homo sapiens (Human).,PSEN1,1,0.997,1,1,GO:0005783,15.4618,27.7108,-123,34.1365,498,359,467,cosine,0,4,5,0.8,1,4,0.25,0.1,0.1,0.21586299999999997,0.39405808000000003,ESM3c,35,0.39405808000000003
tr_A0A075F5C6_A0A075F5C6_MOUSE,ESM3c,5,35,GO:0005791,C,IDA,rough endoplasmic reticulum,0.003,PSN1_HUMAN,Homo sapiens (Human).,PSEN1,1,0.997,1,1,GO:0005783,15.4618,27.7108,-123,34.1365,498,359,467,cosine,0,4,5,0.8,1,4,0.25,0.1,0.1,0.21586299999999997,0.39405808000000003,ESM3c,35,0.39405808000000003
tr_A0A075F5C6_A0A075F5C6_MOUSE,Prot-T5,3,12,GO:0005794,C,TAS,Golgi apparatus,0.0033,PAR1_HUMAN,Homo sapiens (Human).,F2R {ECO:0000312|HGNC:HGNC:3537},2,0.9967,1,1,GO:0043231,21.9457,40.724,261,22.6244,442,359,425,cosine,0,5,5,1.0,4,4,1.0,0.2,0.1,0.3133485,0.57760776,Prot-T5,12,0.57760776
tr_A0A075F5C6_A0A075F5C6_MOUSE,Ankh3-Large,4,32,GO:0005802,C,IDA,trans-Golgi network,0.0019,NRAM2_HUMAN,Homo sapiens (Human).,SLC11A2,1,0.9981,0,0,,15.2921,29.2096,-129,40.7216,582,359,568,cosine,0,5,5,1.0,3,4,0.75,0.1,0.0,0.2225085,0.49129736,Ankh3-Large,32,0.49129736
